"advert_id","reporting_label","theme","is_default","active","start_date","end_date","advert_name","subheadline","subheadline_report","slide_class_1","product_name_1","click_url_1","sticker_image_1","product_image_1","product_description_1","price_offer_1","price_new_1","price_old_1","price_unit_1","product_date_1","slide_class_2","product_name_2","click_url_2","sticker_image_2","product_image_2","product_description_2","price_offer_2","price_new_2","price_old_2","price_unit_2","product_date_2","slide_class_3","click_url_3","cta_1","brand_image_1","brand_image_2"
"MAGYAR UHT tej_PURE FRUITS Szűretlen gyümölcslé","KW34_akcios_kinalat_nagy_02.jpg_KW34_akcios_kinalat_nagy_03.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","tej","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/magyaruht-tej-2/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_02.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_02.jpg","209 Ft/l","-27<span style='font-size:14px'>%</span>","209","289Ft","Ft/doboz","2021.08.26"," slide_2_continue","Szűretlen gyümölcslé","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/pure-fruits-szuretlen-gyuemoelcsl-2/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_03.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_03.jpg","289 Ft/l","-27<span style='font-size:14px'>%</span>","289","399Ft","Ft/doboz","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"PURE FRUITS Szűretlen gyümölcslé_Citromízű vagy kakaós krémmel töltött ostya","KW34_akcios_kinalat_nagy_03.jpg_KW34_akcios_kinalat_nagy_04.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Szűretlen gyümölcslé","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/pure-fruits-szuretlen-gyuemoelcsl-2/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_03.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_03.jpg","289 Ft/l","-27<span style='font-size:14px'>%</span>","289","399Ft","Ft/doboz","2021.08.26"," slide_2_continue","Citromízű vagy kakaós krémmel töltött ostya","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/citromizu-vagy-kakaos-krmmel-toeltoett-ostya-11/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_04.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_04.jpg","645 Ft/kg","-26<span style='font-size:14px'>%</span>","129","175Ft","Ft/csomag","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Citromízű vagy kakaós krémmel töltött ostya_Fehér szőlő","KW34_akcios_kinalat_nagy_04.jpg_KW34_akcios_kinalat_nagy_05.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Citromízű vagy kakaós krémmel töltött ostya","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/citromizu-vagy-kakaos-krmmel-toeltoett-ostya-11/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_04.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_04.jpg","645 Ft/kg","-26<span style='font-size:14px'>%</span>","129","175Ft","Ft/csomag","2021.08.26"," slide_2_continue","Fehér szőlő","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/fehr-szolo-40/","DRM_Asset:Aldi/1x1.png","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_05.jpg","499 Ft/kg","-300Ft","499","799Ft","Ft/kg","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Fehér szőlő_HÚSMESTER Sertésszűzpecsenye","KW34_akcios_kinalat_nagy_05.jpg_KW34_akcios_kinalat_nagy_06.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Fehér szőlő","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/fehr-szolo-40/","DRM_Asset:Aldi/1x1.png","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_05.jpg","499 Ft/kg","-300Ft","499","799Ft","Ft/kg","2021.08.26"," slide_2_continue","Sertésszűzpecsenye","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/husmester-sertsszuzpecsenye-6/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_06.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_06.jpg","1 599 Ft/kg","-500Ft","1599","2099Ft","Ft/kg","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"HÚSMESTER Sertésszűzpecsenye_AZON MELEGÉBEN Rozsos buci","KW34_akcios_kinalat_nagy_06.jpg_KW34_akcios_kinalat_nagy_07.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Sertésszűzpecsenye","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/husmester-sertsszuzpecsenye-6/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_06.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_06.jpg","1 599 Ft/kg","-500Ft","1599","2099Ft","Ft/kg","2021.08.26"," slide_2_continue","Rozsos buci","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegben-rozsos-buci-7/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_07.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_07.jpg","851,85 Ft/kg","-30<span style='font-size:14px'>%</span>","69","99Ft","Ft/darab","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"AZON MELEGÉBEN Rozsos buci_HÚSMESTER Pulyka darált hús","KW34_akcios_kinalat_nagy_07.jpg_KW34_akcios_kinalat_nagy_08.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Rozsos buci","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegben-rozsos-buci-7/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_07.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_07.jpg","851,85 Ft/kg","-30<span style='font-size:14px'>%</span>","69","99Ft","Ft/darab","2021.08.26"," slide_2_continue","Pulyka darált hús","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/husmester-pulyka-daralt-hus-12/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_08.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_08.jpg","938 Ft/kg","-14<span style='font-size:14px'>%</span>","469","549Ft","Ft/tálca","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"HÚSMESTER Pulyka darált hús_AZON MELEGÉBEN Meggyes táska","KW34_akcios_kinalat_nagy_08.jpg_KW34_akcios_kinalat_nagy_09.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Pulyka darált hús","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/husmester-pulyka-daralt-hus-12/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_08.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_08.jpg","938 Ft/kg","-14<span style='font-size:14px'>%</span>","469","549Ft","Ft/tálca","2021.08.26"," slide_2_continue","Meggyes táska","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegben-meggyes-taska-4/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_09.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_09.jpg","690 Ft/kg","-36<span style='font-size:14px'>%</span>","69","109Ft","Ft/darab","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"AZON MELEGÉBEN Meggyes táska_Baromfipárizsi vagy füstös ízű pulykapárizsi","KW34_akcios_kinalat_nagy_09.jpg_KW34_akcios_kinalat_nagy_10.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Meggyes táska","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegben-meggyes-taska-4/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_09.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_09.jpg","690 Ft/kg","-36<span style='font-size:14px'>%</span>","69","109Ft","Ft/darab","2021.08.26"," slide_2_continue","Baromfipárizsi vagy füstös ízű pulykapárizsi","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/baromfiparizsi-vagy-fuestoes-izu-pulykaparizsi-8/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_10.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_10.jpg","398 / 497,50 Ft/kg","-100Ft","199","299Ft","Ft/darab","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Baromfipárizsi vagy füstös ízű pulykapárizsi_DESIRA Márkázott vaj","KW34_akcios_kinalat_nagy_10.jpg_KW34_akcios_kinalat_nagy_11.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Baromfipárizsi vagy füstös ízű pulykapárizsi","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/baromfiparizsi-vagy-fuestoes-izu-pulykaparizsi-8/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_10.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_10.jpg","398 / 497,50 Ft/kg","-100Ft","199","299Ft","Ft/darab","2021.08.26"," slide_2_continue","Márkázott vaj","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/desira-markazott-vaj-3/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_11.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_11.jpg","1 876 Ft/kg","-27<span style='font-size:14px'>%</span>","469","649Ft","Ft/darab","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"DESIRA Márkázott vaj_Frankfurti vagy koktél frankfurti virsli","KW34_akcios_kinalat_nagy_11.jpg_KW34_akcios_kinalat_nagy_12.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Márkázott vaj","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/desira-markazott-vaj-3/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_11.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_11.jpg","1 876 Ft/kg","-27<span style='font-size:14px'>%</span>","469","649Ft","Ft/darab","2021.08.26"," slide_2_continue","Frankfurti vagy koktél frankfurti virsli","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/frankfurti-vagy-koktl-frankfurti-virsli-32/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_12.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_12.jpg","1 572,50 Ft/kg","-30<span style='font-size:14px'>%</span>","629","899Ft","Ft/csomag","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Frankfurti vagy koktél frankfurti virsli_NEW LIFESTYLE Szeletelt sajtok","KW34_akcios_kinalat_nagy_12.jpg_KW34_akcios_kinalat_nagy_13.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Frankfurti vagy koktél frankfurti virsli","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/frankfurti-vagy-koktl-frankfurti-virsli-32/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_12.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_12.jpg","1 572,50 Ft/kg","-30<span style='font-size:14px'>%</span>","629","899Ft","Ft/csomag","2021.08.26"," slide_2_continue","Szeletelt sajtok","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/new-lifestyle-szeletelt-sajtok-11/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_13.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_13.jpg","2 445 Ft/kg","-30<span style='font-size:14px'>%</span>","489","699Ft","Ft/csomag","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"NEW LIFESTYLE Szeletelt sajtok_Frankfurti vagy koktél frankfurti virsli","KW34_akcios_kinalat_nagy_13.jpg_KW34_akcios_kinalat_nagy_12.jpg_packshot","KW3","false","true","2021-08-26","2021-09-01","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>09.01.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Szeletelt sajtok","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/new-lifestyle-szeletelt-sajtok-11/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_13.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_13.jpg","2 445 Ft/kg","-30<span style='font-size:14px'>%</span>","489","699Ft","Ft/csomag","2021.08.26"," slide_2_continue","Frankfurti vagy koktél frankfurti virsli","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/frankfurti-vagy-koktl-frankfurti-virsli-32/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_12.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_12.jpg","1 572,50 Ft/kg","-30<span style='font-size:14px'>%</span>","629","899Ft","Ft/csomag","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"BBQ Csirkegrilltál_Csirkemellsonka","KW34_akcios_kinalat_nagy_14.jpg_KW34_akcios_kinalat_nagy_15.jpg_packshot","KW3","false","true","2021-08-26","2021-08-28","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Csirkegrilltál","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/bbq-csirkegrilltal-2/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_14.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_14.jpg","999 Ft/kg","-300Ft","999","1299Ft","Ft/tálca","2021.08.26"," slide_2_continue","Csirkemellsonka","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/csirkemellsonka-12/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_15.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_15.jpg","1 590 Ft/kg","-20<span style='font-size:14px'>%</span>","159","199Ft","Ft/csomag","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Csirkemellsonka_MILFINA - ENJOY FREE! Laktózmentes natúr joghurt","KW34_akcios_kinalat_nagy_15.jpg_KW34_akcios_kinalat_nagy_16.jpg_packshot","KW3","false","true","2021-08-26","2021-08-28","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Csirkemellsonka","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/csirkemellsonka-12/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_15.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_15.jpg","1 590 Ft/kg","-20<span style='font-size:14px'>%</span>","159","199Ft","Ft/csomag","2021.08.26"," slide_2_continue","Laktózmentes natúr joghurt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/milfina-enjoy-free-laktozmentes-natur-joghurt-1/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_16.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_16.jpg","476 Ft/kg","-29<span style='font-size:14px'>%</span>","119","169Ft","Ft/pohár","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"MILFINA - ENJOY FREE! Laktózmentes natúr joghurt_GOLDLAND Hamburger-húspogácsa","KW34_akcios_kinalat_nagy_16.jpg_KW34_akcios_kinalat_nagy_17.jpg_packshot","KW3","false","true","2021-08-26","2021-08-28","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Laktózmentes natúr joghurt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/milfina-enjoy-free-laktozmentes-natur-joghurt-1/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_16.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_16.jpg","476 Ft/kg","-29<span style='font-size:14px'>%</span>","119","169Ft","Ft/pohár","2021.08.26"," slide_2_continue","Hamburger-húspogácsa","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/goldland-hamburger-huspogacsa-6/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_17.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_17.jpg","999 Ft/kg","-200Ft","999","1199Ft","Ft/csomag","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"GOLDLAND Hamburger-húspogácsa_MILFINA Panírozott camembert sajt","KW34_akcios_kinalat_nagy_17.jpg_KW34_akcios_kinalat_nagy_18.jpg_packshot","KW3","false","true","2021-08-26","2021-08-28","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Hamburger-húspogácsa","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/goldland-hamburger-huspogacsa-6/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_17.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_17.jpg","999 Ft/kg","-200Ft","999","1199Ft","Ft/csomag","2021.08.26"," slide_2_continue","Panírozott camembert sajt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/milfina-panirozott-camembert-sajt/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_18_jav.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_18.jpg","1 997,14 Ft/kg","-200Ft","699","899Ft","Ft/doboz","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"MILFINA Panírozott camembert sajt_MILFINA Trappista vagy füstölt trappista vagy edámi sajt","KW34_akcios_kinalat_nagy_18.jpg_KW34_akcios_kinalat_nagy_19.jpg_packshot","KW3","false","true","2021-08-26","2021-08-28","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Panírozott camembert sajt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/milfina-panirozott-camembert-sajt/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_18_jav.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_18.jpg","1 997,14 Ft/kg","-200Ft","699","899Ft","Ft/doboz","2021.08.26"," slide_2_continue","Trappista vagy füstölt trappista vagy edámi sajt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/milfina-trappista-vagy-fuestoelt-trappista-vagy-ed-5/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_19.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_19.jpg","1 747,50 Ft/kg","-200Ft","699","899Ft","Ft/darab","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"MILFINA Trappista vagy füstölt trappista vagy edámi sajt_GOOD CHOICE Narancslé","KW34_akcios_kinalat_nagy_19.jpg_KW34_akcios_kinalat_nagy_20.jpg_packshot","KW3","false","true","2021-08-26","2021-08-28","packshot","Érvényes: <b>08.26.</b> csütörtöktől <b>08.28.</b> szombatig.","csütörtöktől - szombatig","slide_1","Trappista vagy füstölt trappista vagy edámi sajt","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/milfina-trappista-vagy-fuestoelt-trappista-vagy-ed-5/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_19.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_19.jpg","1 747,50 Ft/kg","-200Ft","699","899Ft","Ft/darab","2021.08.26"," slide_2_continue","Narancslé","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/good-choice-narancsl/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_20.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_20.jpg","409 Ft/l","-18<span style='font-size:14px'>%</span>","409","499Ft","Ft/palack","2021.08.26"," slide_3_stop","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
