"advert_id","reporting_label","theme","is_default","active","start_date","end_date","advert_name","subheadline","subheadline_report","slide_class_1","product_name_1","click_url_1","sticker_image_1","product_image_1","product_description_1","price_offer_1","price_new_1","price_old_1","price_unit_1","product_date_1","slide_class_2","product_name_2","click_url_2","sticker_image_2","product_image_2","product_description_2","price_offer_2","price_new_2","price_old_2","price_unit_2","product_date_2","slide_class_3","click_url_3","cta_1","brand_image_1","brand_image_2"
"HAPPY HARVEST Kenyérlisztkeverék_ENJOY FREE! Puffasztott rizsszelet","KW34_akcios_kinalat_nagy_45.jpg_KW34_akcios_kinalat_nagy_47.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Kenyérlisztkeverék","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/happy-harvestkenyrlisztkeverk-5/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_45.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_45.jpg","349 Ft/kg","-100Ft","349","449Ft","Ft/csomag","2021.08.29"," slide_2_stop","Puffasztott rizsszelet","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/enjoy-freepuffasztott-rizsszelet-3/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_47.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_47.jpg","990 Ft/kg","-28<span style='font-size:14px'>%</span>","99","139Ft","Ft/csomag","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"ENJOY FREE! Puffasztott rizsszelet_AZON MELEGÉBEN Rusztikus bagett","KW34_akcios_kinalat_nagy_47.jpg_KW34_akcios_kinalat_nagy_48.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Puffasztott rizsszelet","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/enjoy-freepuffasztott-rizsszelet-3/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_47.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_47.jpg","990 Ft/kg","-28<span style='font-size:14px'>%</span>","99","139Ft","Ft/csomag","2021.08.29"," slide_2_stop","Rusztikus bagett","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegbenrusztikus-bagett-9/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_48.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_48.jpg","996 Ft/kg","-100Ft","249","349Ft","Ft/darab","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"AZON MELEGÉBEN Rusztikus bagett_WELL ACTIVE Víz plussz","KW34_akcios_kinalat_nagy_48.jpg_KW34_akcios_kinalat_nagy_49.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Rusztikus bagett","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegbenrusztikus-bagett-9/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_48.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_48.jpg","996 Ft/kg","-100Ft","249","349Ft","Ft/darab","2021.08.29"," slide_2_stop","Víz plussz","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/well-activeviz-plussz-5/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_49.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_49.jpg","112,67 Ft/l","-29<span style='font-size:14px'>%</span>","169","239Ft","Ft/palack","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"WELL ACTIVE Víz plussz_APENTA Málnaízű szénsavas üdítőital","KW34_akcios_kinalat_nagy_49.jpg_KW34_akcios_kinalat_nagy_50.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Víz plussz","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/well-activeviz-plussz-5/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_49.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_49.jpg","112,67 Ft/l","-29<span style='font-size:14px'>%</span>","169","239Ft","Ft/palack","2021.08.29"," slide_2_stop","Málnaízű szénsavas üdítőital","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/apentamalnaizu-sznsavas-ueditoital-9/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_50.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_50.jpg","119,33 Ft/l","-30<span style='font-size:14px'>%</span>","179","259Ft","Ft/palack","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"APENTA Málnaízű szénsavas üdítőital_AZON MELEGÉBEN Májas kocka","KW34_akcios_kinalat_nagy_50.jpg_KW34_akcios_kinalat_nagy_51.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Málnaízű szénsavas üdítőital","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/apentamalnaizu-sznsavas-ueditoital-9/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_50.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_50.jpg","119,33 Ft/l","-30<span style='font-size:14px'>%</span>","179","259Ft","Ft/palack","2021.08.29"," slide_2_stop","Májas kocka","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegbenmajas-kocka-12/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_51.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_51.jpg","1 100 Ft/kg","-23<span style='font-size:14px'>%</span>","99","129Ft","Ft/darab","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"AZON MELEGÉBEN Májas kocka_KINDER Cards","KW34_akcios_kinalat_nagy_51.jpg_KW34_akcios_kinalat_nagy_52.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Májas kocka","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegbenmajas-kocka-12/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_51.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_51.jpg","1 100 Ft/kg","-23<span style='font-size:14px'>%</span>","99","129Ft","Ft/darab","2021.08.29"," slide_2_stop","Cards","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/kindercards-2/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_52.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_52.jpg","4 679,69 Ft/kg","-200Ft","599","799Ft","Ft/doboz","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"KINDER Cards_Cukormentes szörp","KW34_akcios_kinalat_nagy_52.jpg_KW34_akcios_kinalat_nagy_54.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Cards","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/kindercards-2/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_52.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_52.jpg","4 679,69 Ft/kg","-200Ft","599","799Ft","Ft/doboz","2021.08.29"," slide_2_stop","Cukormentes szörp","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/cukormentes-szoerp-3/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_54.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_54.jpg","712,86 Ft/l","-100Ft","499","599Ft","Ft/palack","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Cukormentes szörp_OLD HOPKING Fehér rum","KW34_akcios_kinalat_nagy_54.jpg_KW34_akcios_kinalat_nagy_55.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Cukormentes szörp","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/cukormentes-szoerp-3/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_54.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_54.jpg","712,86 Ft/l","-100Ft","499","599Ft","Ft/palack","2021.08.29"," slide_2_stop","Fehér rum","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/old-hopkingfehr-rum-11/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_55.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_55.jpg","3 284,29 Ft/l","-700Ft","2299","2999Ft","Ft/üveg","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"OLD HOPKING Fehér rum_TANDIL Zárószalagos szemeteszsák","KW34_akcios_kinalat_nagy_55.jpg_KW34_akcios_kinalat_nagy_56.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Fehér rum","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/old-hopkingfehr-rum-11/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_55.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_55.jpg","3 284,29 Ft/l","-700Ft","2299","2999Ft","Ft/üveg","2021.08.29"," slide_2_stop","Zárószalagos szemeteszsák","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/tandilzaroszalagos-szemeteszsak/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_56.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_56.jpg","8,54 / 14,95 Ft/db","-34<span style='font-size:14px'>%</span>","299","459Ft","Ft/csomag","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"TANDIL Zárószalagos szemeteszsák_RUFUS Kutyaszalámi","KW34_akcios_kinalat_nagy_56.jpg_KW34_akcios_kinalat_nagy_57.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Zárószalagos szemeteszsák","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/tandilzaroszalagos-szemeteszsak/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_56.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_56.jpg","8,54 / 14,95 Ft/db","-34<span style='font-size:14px'>%</span>","299","459Ft","Ft/csomag","2021.08.29"," slide_2_stop","Kutyaszalámi","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/rufuskutyaszalami-6/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_57.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_57.jpg","219 Ft/kg","-18<span style='font-size:14px'>%</span>","219","269Ft","Ft/darab","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"RUFUS Kutyaszalámi_Pálinkaválogatás","KW34_akcios_kinalat_nagy_57.jpg_KW34_akcios_kinalat_nagy_58.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Kutyaszalámi","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/rufuskutyaszalami-6/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_57.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_57.jpg","219 Ft/kg","-18<span style='font-size:14px'>%</span>","219","269Ft","Ft/darab","2021.08.29"," slide_2_stop","Pálinkaválogatás","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/palinkavalogatas-17/","DRM_Asset:Aldi/1x1.png","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_58.jpg","4 598 Ft/l","-400Ft","2299","2699Ft","Ft/üveg","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Pálinkaválogatás_MÓR Paulus Gold Cuvée","KW34_akcios_kinalat_nagy_58.jpg_KW34_akcios_kinalat_nagy_59.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Pálinkaválogatás","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/palinkavalogatas-17/","DRM_Asset:Aldi/1x1.png","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_58.jpg","4 598 Ft/l","-400Ft","2299","2699Ft","Ft/üveg","2021.08.29"," slide_2_stop","Paulus Gold Cuvée","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/morpaulus-gold-cuve-1/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_59.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_59.jpg","1 465,33 Ft/l","","1099","1199Ft","Ft/üveg","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"MÓR Paulus Gold Cuvée_Pálinkaválogatás","KW34_akcios_kinalat_nagy_59.jpg_KW34_akcios_kinalat_nagy_58.jpg_product","KW3","false","true","2021-08-29","2021-09-01","product","Érvényes: <b>08.29.</b> vasárnaptól <b>09.01.</b> szerdáig.","vasárnaptól - szerdáig","slide_1","Paulus Gold Cuvée","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/morpaulus-gold-cuve-1/","DRM_Asset:Aldi/badges/KW34_akcios_kinalat_badge_59.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_59.jpg","1 465,33 Ft/l","","1099","1199Ft","Ft/üveg","2021.08.29"," slide_2_stop","Pálinkaválogatás","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/palinkavalogatas-17/","DRM_Asset:Aldi/1x1.png","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw34/akcios_kinalat/KW34_akcios_kinalat_nagy_58.jpg","4 598 Ft/l","-400Ft","2299","2699Ft","Ft/üveg","2021.08.29"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"MILFINA - ENJOY FREE! Laktózmentes UHT tej_Frankfurti vagy koktél frankfurti virsli","KW33_akcios_kinalat_nagy_01.jpg_KW33_akcios_kinalat_nagy_02.jpg_product","KW3","false","true","2021-08-19","2021-08-25","product","Érvényes: <b>08.19.</b> csütörtöktől <b>08.25.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Laktózmentes tej","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/milfina-enjoy-freelaktozmentes-uht-tej-23/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_01.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_01.jpg","199 Ft/l","-35<span style='font-size:14px'>%</span>","199","309Ft","Ft/doboz","2021.08.19"," slide_2_stop","Frankfurti vagy koktél frankfurti virsli","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/frankfurti-vagy-koktl-frankfurti-virsli-31/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_02.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_02.jpg","1 422,50 Ft/kg","-28<span style='font-size:14px'>%</span>","569","799Ft","Ft/csomag","2021.08.19"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"Frankfurti vagy koktél frankfurti virsli_HÚSMESTER Sertéskaraj","KW33_akcios_kinalat_nagy_02.jpg_KW33_akcios_kinalat_nagy_03.jpg_product","KW3","false","true","2021-08-19","2021-08-25","product","Érvényes: <b>08.19.</b> csütörtöktől <b>08.25.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Frankfurti vagy koktél frankfurti virsli","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/frankfurti-vagy-koktl-frankfurti-virsli-31/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_02.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_02.jpg","1 422,50 Ft/kg","-28<span style='font-size:14px'>%</span>","569","799Ft","Ft/csomag","2021.08.19"," slide_2_stop","Sertéskaraj","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/husmestersertskaraj-11/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_03.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_03.jpg","1 299 Ft/kg","-21<span style='font-size:14px'>%</span>","1299","1649Ft","Ft/kg","2021.08.19"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"HÚSMESTER Sertéskaraj_HAPPY HARVEST Gyümölcsszelet","KW33_akcios_kinalat_nagy_03.jpg_KW33_akcios_kinalat_nagy_04.jpg_product","KW3","false","true","2021-08-19","2021-08-25","product","Érvényes: <b>08.19.</b> csütörtöktől <b>08.25.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Sertéskaraj","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/husmestersertskaraj-11/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_03.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_03.jpg","1 299 Ft/kg","-21<span style='font-size:14px'>%</span>","1299","1649Ft","Ft/kg","2021.08.19"," slide_2_stop","Gyümölcsszelet","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/happy-harvestgyuemoelcsszelet-13/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_04.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_04.jpg","2 660 Ft/kg","-100Ft","399","499Ft","Ft/doboz","2021.08.19"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"HAPPY HARVEST Gyümölcsszelet_HAPPY HARVEST Pisztácia","KW33_akcios_kinalat_nagy_04.jpg_KW33_akcios_kinalat_nagy_05.jpg_product","KW3","false","true","2021-08-19","2021-08-25","product","Érvényes: <b>08.19.</b> csütörtöktől <b>08.25.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Gyümölcsszelet","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/happy-harvestgyuemoelcsszelet-13/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_04.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_04.jpg","2 660 Ft/kg","-100Ft","399","499Ft","Ft/doboz","2021.08.19"," slide_2_stop","Pisztácia","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/happy-harvestpisztacia-12/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_05.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_05.jpg","41,90 Ft/dkg","-16<span style='font-size:14px'>%</span>","41","49Ft","Ft/dkg","2021.08.19"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"HAPPY HARVEST Pisztácia_HÚSMESTER Sertéstarja","KW33_akcios_kinalat_nagy_05.jpg_KW33_akcios_kinalat_nagy_06.jpg_product","KW3","false","true","2021-08-19","2021-08-25","product","Érvényes: <b>08.19.</b> csütörtöktől <b>08.25.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Pisztácia","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/happy-harvestpisztacia-12/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_05.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_05.jpg","41,90 Ft/dkg","-16<span style='font-size:14px'>%</span>","41","49Ft","Ft/dkg","2021.08.19"," slide_2_stop","Sertéstarja","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/husmestersertstarja-13/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_06.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_06.jpg","1 698 Ft/kg","-11<span style='font-size:14px'>%</span>","849","959Ft","Ft/tálca","2021.08.19"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
"HÚSMESTER Sertéstarja_AZON MELEGÉBEN Nosztalgiakifli","KW33_akcios_kinalat_nagy_06.jpg_KW33_akcios_kinalat_nagy_07.jpg_product","KW3","false","true","2021-08-19","2021-08-25","product","Érvényes: <b>08.19.</b> csütörtöktől <b>08.25.</b> szerdáig.","csütörtöktől - szerdáig","slide_1","Sertéstarja","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/husmestersertstarja-13/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_06.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_06.jpg","1 698 Ft/kg","-11<span style='font-size:14px'>%</span>","849","959Ft","Ft/tálca","2021.08.19"," slide_2_stop","Nosztalgiakifli","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/reszletes-oldal/ps/p/azon-melegbennosztalgiakifli-6/","DRM_Asset:Aldi/badges/KW33_akcios_kinalat_badge_07.jpg","https://www.aldi.hu/fileadmin/fm-dam/products/2021/kw33/akcio/KW33_akcios_kinalat_nagy_07.jpg","694,12 Ft/kg","-33<span style='font-size:14px'>%</span>","59","89Ft","Ft/darab","2021.08.19"," slide_3_continue","https://www.aldi.hu/hu/ajanlatok/akciok-aldi-aron/","Ajánlatok megtekintése","DRM_Asset:Aldi/logo.svg","DRM_Asset:Aldi/logo_2.svg"
